[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2020-04-24 13:14:06.464531 I | etcdmain: etcd Version: 3.4.3
2020-04-24 14:08:16.099352 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (255.862734ms) to execute
2020-04-24 14:08:16.102011 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (397.831608ms) to execute
2020-04-24 14:08:22.577758 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (157.514754ms) to execute
2020-04-24 14:08:33.330146 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (376.906869ms) to execute
2020-04-24 14:08:33.330444 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (335.693961ms) to execute
2020-04-24 14:08:52.551359 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (104.275312ms) to execute
2020-04-24 14:08:52.553892 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (101.471746ms) to execute
2020-04-24 14:09:13.361270 I | mvcc: store.index: compact 30973
2020-04-24 14:09:13.390936 I | mvcc: finished scheduled compaction at 30973 (took 28.960142ms)
2020-04-24 14:09:15.598588 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (239.449562ms) to execute
2020-04-24 14:10:58.206125 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (127.405188ms) to execute
2020-04-24 14:11:29.360391 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (100.59566ms) to execute
2020-04-24 14:11:33.570585 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (102.353854ms) to execute
2020-04-24 14:11:33.571327 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (117.814723ms) to execute
2020-04-24 14:11:38.380547 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (129.250586ms) to execute
2020-04-24 14:12:23.583255 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (130.9224ms) to execute
2020-04-24 14:12:48.786507 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (100.474557ms) to execute
2020-04-24 14:12:48.787007 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (122.644323ms) to execute
2020-04-24 14:13:39.055768 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (115.864727ms) to execute
2020-04-24 14:14:04.061341 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (101.47218ms) to execute
2020-04-24 14:14:13.395934 I | mvcc: store.index: compact 31679
2020-04-24 14:14:13.417682 I | mvcc: finished scheduled compaction at 31679 (took 21.015444ms)
2020-04-24 14:14:32.819338 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (101.088246ms) to execute
2020-04-24 14:15:20.692015 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (214.697715ms) to execute
2020-04-24 14:15:20.692319 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (217.469913ms) to execute
2020-04-24 14:15:20.891825 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (187.973061ms) to execute
2020-04-24 14:15:23.102884 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (122.875853ms) to execute
2020-04-24 14:15:25.739977 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (629.246188ms) to execute
2020-04-24 14:15:25.740074 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (771.835003ms) to execute
2020-04-24 14:15:25.740203 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (655.615244ms) to execute
2020-04-24 14:15:28.277486 W | wal: sync duration of 2.532420978s, expected less than 1s
2020-04-24 14:15:28.759975 W | etcdserver: request "header:<ID:9653027836254967171 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:32551 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:495 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:18" took too long (482.171003ms) to execute
2020-04-24 14:15:28.761219 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/hostendpoints\" range_end:\"/registry/crd.projectcalico.org/hostendpointt\" count_only:true " with result "range_response_count:0 size:6" took too long (1.794617047s) to execute
2020-04-24 14:15:28.826860 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (548.214835ms) to execute
2020-04-24 14:15:28.827354 W | etcdserver: read-only range request "key:\"/registry/pods/default/mytsetwebapp-58cf4c586-zq2cp\" " with result "range_response_count:1 size:3358" took too long (1.099303442s) to execute
2020-04-24 14:15:28.829240 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (1.072513729s) to execute
2020-04-24 14:15:29.546965 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:611" took too long (710.671406ms) to execute
2020-04-24 14:15:29.547506 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (711.326016ms) to execute
2020-04-24 14:15:29.549498 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (781.183696ms) to execute
2020-04-24 14:15:29.917626 W | etcdserver: request "header:<ID:9653027836254967182 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-scheduler\" mod_revision:32552 > success:<request_put:<key:\"/registry/leases/kube-system/kube-scheduler\" value_size:411 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-scheduler\" > >>" with result "size:18" took too long (260.316987ms) to execute
2020-04-24 14:15:29.923933 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (313.323254ms) to execute
2020-04-24 14:15:29.925804 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (109.759202ms) to execute
2020-04-24 14:15:29.928967 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/felixconfigurations\" range_end:\"/registry/crd.projectcalico.org/felixconfigurationt\" count_only:true " with result "range_response_count:0 size:8" took too long (101.727175ms) to execute
2020-04-24 14:15:30.502232 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:8" took too long (372.494223ms) to execute
2020-04-24 14:15:30.503587 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/kubernetes\" " with result "range_response_count:1 size:485" took too long (544.942743ms) to execute
2020-04-24 14:15:32.381902 W | etcdserver: request "header:<ID:9653027836254967202 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:32558 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:513 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (109.098697ms) to execute
2020-04-24 14:15:32.382325 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (342.07087ms) to execute
2020-04-24 14:15:34.604261 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (144.705245ms) to execute
2020-04-24 14:15:34.604608 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (127.012375ms) to execute
2020-04-24 14:15:37.634542 W | wal: sync duration of 1.007562558s, expected less than 1s
2020-04-24 14:15:37.740281 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (1.071582226s) to execute
2020-04-24 14:15:37.740983 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:8" took too long (952.743822ms) to execute
2020-04-24 14:15:37.741520 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (1.110420478s) to execute
2020-04-24 14:15:38.483433 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:289" took too long (174.116232ms) to execute
2020-04-24 14:15:42.918991 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (1.090643769s) to execute
2020-04-24 14:15:42.920616 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (997.863812ms) to execute
2020-04-24 14:15:43.307230 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (323.579704ms) to execute
2020-04-24 14:15:45.300505 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (324.561078ms) to execute
2020-04-24 14:15:46.380943 W | wal: sync duration of 1.03323174s, expected less than 1s
2020-04-24 14:15:46.381307 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (1.026073966s) to execute
2020-04-24 14:15:46.961274 W | etcdserver: request "header:<ID:9653027836254967283 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-controller-manager\" mod_revision:32587 > success:<request_put:<key:\"/registry/leases/kube-system/kube-controller-manager\" value_size:430 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (559.8476ms) to execute
2020-04-24 14:15:46.962374 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (557.88379ms) to execute
2020-04-24 14:15:47.909795 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/blockaffinities\" range_end:\"/registry/crd.projectcalico.org/blockaffinitiet\" count_only:true " with result "range_response_count:0 size:8" took too long (180.243994ms) to execute
2020-04-24 14:15:47.910018 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (599.755313ms) to execute
2020-04-24 14:15:47.910614 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:6" took too long (421.807804ms) to execute
2020-04-24 14:15:48.548387 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (235.252777ms) to execute
2020-04-24 14:15:48.548427 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:8" took too long (557.034188ms) to execute
2020-04-24 14:15:49.419793 W | etcdserver: request "header:<ID:9653027836254967298 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/192.168.32.2\" mod_revision:32576 > success:<request_put:<key:\"/registry/masterleases/192.168.32.2\" value_size:68 lease:429655799400191488 >> failure:<request_range:<key:\"/registry/masterleases/192.168.32.2\" > >>" with result "size:18" took too long (756.869858ms) to execute
2020-04-24 14:15:49.421359 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (449.622824ms) to execute
2020-04-24 14:15:49.976018 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/globalnetworkpolicies\" range_end:\"/registry/crd.projectcalico.org/globalnetworkpoliciet\" count_only:true " with result "range_response_count:0 size:6" took too long (811.689921ms) to execute
2020-04-24 14:15:49.977807 W | etcdserver: request "header:<ID:9653027836254967301 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/worker2\" mod_revision:32578 > success:<request_put:<key:\"/registry/leases/kube-node-lease/worker2\" value_size:533 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/worker2\" > >>" with result "size:18" took too long (172.583762ms) to execute
2020-04-24 14:15:49.999259 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (186.739795ms) to execute
2020-04-24 14:15:49.999640 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (573.668943ms) to execute
2020-04-24 14:15:50.000417 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:289" took too long (576.376192ms) to execute
2020-04-24 14:15:50.000763 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:6" took too long (402.170124ms) to execute
2020-04-24 14:15:52.040240 W | wal: sync duration of 1.34977037s, expected less than 1s
2020-04-24 14:15:52.179469 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:6" took too long (2.170666163s) to execute
2020-04-24 14:15:52.186132 W | etcdserver: request "header:<ID:9653027836254967307 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:32592 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:495 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:18" took too long (1.488399387s) to execute
2020-04-24 14:15:52.189672 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (2.173338977s) to execute
2020-04-24 14:15:52.192006 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:139" took too long (2.182710136s) to execute
2020-04-24 14:15:52.244738 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/clusterinformations/default\" " with result "range_response_count:1 size:913" took too long (433.367147ms) to execute
2020-04-24 14:15:52.467915 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (217.265134ms) to execute
2020-04-24 14:15:52.468175 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/kubernetes\" " with result "range_response_count:1 size:485" took too long (264.327134ms) to execute
2020-04-24 14:15:52.468405 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (263.446081ms) to execute
2020-04-24 14:15:54.512082 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (203.695946ms) to execute
2020-04-24 14:15:56.740358 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (182.181323ms) to execute
2020-04-24 14:15:56.741328 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (152.708351ms) to execute
2020-04-24 14:15:57.296931 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (325.12387ms) to execute
2020-04-24 14:15:58.899743 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (143.181042ms) to execute
2020-04-24 14:15:59.437575 W | etcdserver: request "header:<ID:9653027836254967360 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-scheduler\" mod_revision:32609 > success:<request_put:<key:\"/registry/leases/kube-system/kube-scheduler\" value_size:412 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-scheduler\" > >>" with result "size:18" took too long (380.378129ms) to execute
2020-04-24 14:15:59.439454 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (472.753952ms) to execute
2020-04-24 14:16:06.649781 W | wal: sync duration of 4.61746412s, expected less than 1s
2020-04-24 14:16:07.171325 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (5.085702512s) to execute
2020-04-24 14:16:07.171702 W | etcdserver: request "header:<ID:9653027836254967371 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/worker2\" mod_revision:32596 > success:<request_put:<key:\"/registry/leases/kube-node-lease/worker2\" value_size:532 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/worker2\" > >>" with result "size:18" took too long (521.24346ms) to execute
2020-04-24 14:16:07.234946 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:8" took too long (3.67692994s) to execute
2020-04-24 14:16:07.236688 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (4.431664926s) to execute
2020-04-24 14:16:07.236935 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/ippools\" range_end:\"/registry/crd.projectcalico.org/ippoolt\" count_only:true " with result "range_response_count:0 size:8" took too long (4.425897121s) to execute
2020-04-24 14:16:07.237199 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/clusterinformations/default\" " with result "range_response_count:1 size:913" took too long (4.431919036s) to execute
2020-04-24 14:16:07.268822 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:6" took too long (616.317981ms) to execute
2020-04-24 14:16:07.269859 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:6" took too long (618.069121ms) to execute
2020-04-24 14:16:07.270803 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/etcd-master.1608c4cf9845c8da\" " with result "range_response_count:1 size:748" took too long (503.147181ms) to execute
2020-04-24 14:16:07.271557 W | etcdserver: read-only range request "key:\"/registry/csinodes\" range_end:\"/registry/csinodet\" count_only:true " with result "range_response_count:0 size:8" took too long (620.117477ms) to execute
2020-04-24 14:16:07.820574 W | etcdserver: request "header:<ID:9653027836254967381 username:\"kube-apiserver-etcd-client\" auth_revision:1 > lease_grant:<ttl:3660-second id:05f671ac52ef5654>" with result "size:42" took too long (532.446885ms) to execute
2020-04-24 14:16:07.825734 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (511.901228ms) to execute
2020-04-24 14:16:09.578258 W | etcdserver: request "header:<ID:9653027836254967393 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/192.168.32.2\" mod_revision:32610 > success:<request_put:<key:\"/registry/masterleases/192.168.32.2\" value_size:68 lease:429655799400191583 >> failure:<request_range:<key:\"/registry/masterleases/192.168.32.2\" > >>" with result "size:18" took too long (489.320727ms) to execute
2020-04-24 14:16:09.581398 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:8" took too long (819.122071ms) to execute
2020-04-24 14:16:09.643878 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (395.414631ms) to execute
2020-04-24 14:16:10.255951 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (393.041008ms) to execute
2020-04-24 14:16:10.258002 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (574.017674ms) to execute
2020-04-24 14:16:10.260054 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (446.547621ms) to execute
2020-04-24 14:16:11.091753 W | etcdserver: request "header:<ID:9653027836254967407 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:32620 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:513 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (592.942031ms) to execute
2020-04-24 14:16:11.092515 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:8" took too long (322.673272ms) to execute
2020-04-24 14:16:11.097308 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:8" took too long (603.889683ms) to execute
2020-04-24 14:16:13.103297 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:6" took too long (167.86867ms) to execute
2020-04-24 14:16:13.103353 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (769.146452ms) to execute
2020-04-24 14:16:13.105591 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:8" took too long (720.072017ms) to execute
2020-04-24 14:16:13.497360 W | etcdserver: request "header:<ID:9653027836254967421 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:32627 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:513 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (246.643477ms) to execute
2020-04-24 14:16:15.905048 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (361.079585ms) to execute
2020-04-24 14:16:15.905553 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (755.981789ms) to execute
2020-04-24 14:16:15.906122 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:8" took too long (108.708214ms) to execute
2020-04-24 14:16:17.664745 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/clusterinformations/default\" " with result "range_response_count:1 size:913" took too long (379.726247ms) to execute
2020-04-24 14:16:18.107135 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (118.552455ms) to execute
2020-04-24 14:16:18.120594 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (115.382142ms) to execute
2020-04-24 14:16:18.467266 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (162.003317ms) to execute
2020-04-24 14:16:19.220608 W | etcdserver: request "header:<ID:9653027836254967460 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/192.168.32.2\" mod_revision:32623 > success:<request_put:<key:\"/registry/masterleases/192.168.32.2\" value_size:68 lease:429655799400191650 >> failure:<request_range:<key:\"/registry/masterleases/192.168.32.2\" > >>" with result "size:18" took too long (186.522218ms) to execute
2020-04-24 14:16:19.224580 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:6" took too long (681.758065ms) to execute
2020-04-24 14:16:21.305164 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (1.131475875s) to execute
2020-04-24 14:16:21.305527 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:8" took too long (709.824407ms) to execute
2020-04-24 14:16:21.305902 W | etcdserver: request "header:<ID:9653027836254967475 > lease_revoke:<id:05f671ac52eee84f>" with result "size:29" took too long (425.282377ms) to execute
2020-04-24 14:16:21.682409 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (361.224961ms) to execute
2020-04-24 14:16:24.548006 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:264" took too long (232.459957ms) to execute
2020-04-24 14:16:24.548267 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (218.260224ms) to execute
2020-04-24 14:16:25.944495 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (150.131953ms) to execute
2020-04-24 14:16:28.310063 W | etcdserver: request "header:<ID:9653027836254967523 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-controller-manager\" mod_revision:32657 > success:<request_put:<key:\"/registry/leases/kube-system/kube-controller-manager\" value_size:430 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (251.43705ms) to execute
2020-04-24 14:16:28.970925 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:8" took too long (127.319923ms) to execute
2020-04-24 14:16:30.540127 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (158.062035ms) to execute
2020-04-24 14:16:30.833666 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:8" took too long (154.955867ms) to execute
